taxon_name_original,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Acer campestre,BestMatch,9.41215,Exact,0,Acer campestre,Acer campestre L.,Acer campestre,946Z,Acer campestre L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer campestre,
Acer cappadocicum,BestMatch,9.41215,Exact,0,Acer cappadocicum,Acer cappadocicum Gled.,Acer cappadocicum,9474,Acer cappadocicum Gled.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer cappadocicum,
Acer carpinifolium,BestMatch,9.41215,Exact,0,Acer carpinifolium,Acer carpinifolium Siebold & Zucc.,Acer carpinifolium,9476,Acer carpinifolium Siebold & Zucc.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer carpinifolium,
Acer circinatum,BestMatch,9.41215,Exact,0,Acer circinatum,Acer circinatum Pursh,Acer circinatum,947R,Acer circinatum Pursh,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer circinatum,
Acer cissifolium,BestMatch,9.41215,Exact,0,Acer cissifolium,Acer cissifolium (Siebold & Zucc.) K.Koch,Acer cissifolium,92R4R,Acer cissifolium (Siebold & Zucc.) K.Koch,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer cissifolium,
Acer davidii,BestMatch,9.41215,Exact,0,Acer davidii,Acer davidii Franch.,Acer davidii,948G,Acer davidii Franch.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer davidii,
Acer davidii x tegmentosum,SortedMatch,0.0,NoMatch,,Acer davidii x tegmentosum,,,,,,,,,
Acer divergens,BestMatch,9.41180,Exact,0,Acer divergens,Acer divergens K.Koch ex Pax,Acer divergens,64FGQ,Acer cappadocicum subsp. divergens (K.Koch ex Pax) A.E.Murray,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer cappadocicum|Acer cappadocicum divergens,
Acer ginnala,BestMatch,9.41180,Exact,0,Acer ginnala,Acer ginnala Maxim.,Acer ginnala,949V,Acer tataricum subsp. ginnala (Maxim.) Wesm.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer tataricum|Acer tataricum ginnala,
Acer griseum,BestMatch,9.41215,Exact,0,Acer griseum,Acer griseum (Franch.) Pax,Acer griseum,64FH6,Acer griseum (Franch.) Pax,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer griseum,
Acer grosseri,BestMatch,9.41180,Exact,0,Acer grosseri,Acer grosseri Pax,Acer grosseri,64FGX,Acer davidii subsp. grosseri (Pax) P.C.de Jong,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer davidii|Acer davidii grosseri,
Acer hyrcanum,BestMatch,9.41215,Exact,0,Acer hyrcanum,Acer hyrcanum Fisch. & C.A.Mey.,Acer hyrcanum,94B5,Acer hyrcanum Fisch. & C.A.Mey.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer hyrcanum,
Acer japonicum,BestMatch,9.41215,Exact,0,Acer japonicum,Acer japonicum Thunb.,Acer japonicum,94BL,Acer japonicum Thunb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer japonicum,
Acer laxiflorum,BestMatch,9.41215,Exact,0,Acer laxiflorum,Acer laxiflorum Pax,Acer laxiflorum,94CK,Acer laxiflorum Pax,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer laxiflorum,
Acer macrophyllum,BestMatch,9.41215,Exact,0,Acer macrophyllum,Acer macrophyllum Pursh,Acer macrophyllum,94DL,Acer macrophyllum Pursh,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer macrophyllum,
Acer mandshuricum,BestMatch,9.41215,Exact,0,Acer mandshuricum,Acer mandshuricum Maxim.,Acer mandshuricum,94DS,Acer mandshuricum Maxim.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer mandshuricum,
Acer miyabei,BestMatch,9.41215,Exact,0,Acer miyabei,Acer miyabei Maxim.,Acer miyabei,64FK5,Acer miyabei Maxim.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer miyabei,
Acer mono,BestMatch,9.41180,Exact,0,Acer mono,Acer mono Maxim.,Acer mono,64FK7,Acer pictum subsp. mono (Maxim.) H.Ohashi,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer pictum|Acer pictum mono,
Acer monspessulanum,BestMatch,9.41215,Exact,0,Acer monspessulanum,Acer monspessulanum L.,Acer monspessulanum,64FK9,Acer monspessulanum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer monspessulanum,
Acer negundo,BestMatch,9.41215,Exact,0,Acer negundo,Acer negundo L.,Acer negundo,94F5,Acer negundo L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer negundo,
Acer nigrum,BestMatch,9.41215,Exact,0,Acer nigrum,Acer nigrum F.Michx.,Acer nigrum,94F8,Acer nigrum F.Michx.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer nigrum,
Acer nikoense,BestMatch,9.41180,Exact,0,Acer nikoense,Acer nikoense (Miq.) Maxim.,Acer nikoense,64FJK,Parthenocissus tricuspidata (Siebold & Zucc.) Planch.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Vitales|Vitaceae|Vitoideae|Parthenocisseae|Parthenocissus|Parthenocissus tricuspidata,
Acer ningpoense,BestMatch,9.41180,Exact,0,Acer ningpoense,Acer ningpoense (Hance) W.P.Fang,Acer ningpoense,94FB,Acer buergerianum Miq.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer buergerianum,
Acer obtusatum,BestMatch,9.41215,Exact,0,Acer obtusatum,Acer obtusatum Waldst. & Kit. ex Willd.,Acer obtusatum,9XFCF,Acer obtusatum Waldst. & Kit. ex Willd.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer obtusatum,
Acer obtusifolium,BestMatch,9.41215,Exact,0,Acer obtusifolium,Acer obtusifolium Sm.,Acer obtusifolium,94FK,Acer obtusifolium Sm.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer obtusifolium,
Acer oliverianum,BestMatch,9.41215,Exact,0,Acer oliverianum,Acer oliverianum Pax,Acer oliverianum,94FQ,Acer oliverianum Pax,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer oliverianum,
Acer opalus,BestMatch,9.41215,Exact,0,Acer opalus,Acer opalus Mill.,Acer opalus,94FR,Acer opalus Mill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer opalus,
Acer palmatum,BestMatch,9.41215,Exact,0,Acer palmatum,Acer palmatum Thunb.,Acer palmatum,94G9,Acer palmatum Thunb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer palmatum,
Acer pensylvanicum,BestMatch,9.41215,Exact,0,Acer pensylvanicum,Acer pensylvanicum L.,Acer pensylvanicum,94GR,Acer pensylvanicum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer pensylvanicum,
Acer pictum,BestMatch,9.41215,Exact,0,Acer pictum,Acer pictum Thunb.,Acer pictum,94GW,Acer pictum Thunb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer pictum,
Acer platanoides,BestMatch,9.41215,Exact,0,Acer platanoides,Acer platanoides L.,Acer platanoides,94H3,Acer platanoides L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer platanoides,
Acer pseudoplatanus,BestMatch,9.41215,Exact,0,Acer pseudoplatanus,Acer pseudoplatanus L.,Acer pseudoplatanus,94HF,Acer pseudoplatanus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer pseudoplatanus,
Acer rubrum,BestMatch,9.41215,Exact,0,Acer rubrum,Acer rubrum L.,Acer rubrum,94JD,Acer rubrum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer rubrum,
Acer rufinerve,BestMatch,9.41215,Exact,0,Acer rufinerve,Acer rufinerve Siebold & Zucc.,Acer rufinerve,64FKS,Acer rufinerve Siebold & Zucc.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer rufinerve,
Acer saccharinum,BestMatch,9.41215,Exact,0,Acer saccharinum,Acer saccharinum L.,Acer saccharinum,94JH,Acer saccharinum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer saccharinum,
Acer saccharum,BestMatch,9.41215,Exact,0,Acer saccharum,Acer saccharum Marshall,Acer saccharum,94JK,Acer saccharum Marshall,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer saccharum,
Acer semenovii,BestMatch,9.41180,Exact,0,Acer semenovii,Acer semenovii Regel & Herder,Acer semenovii,94JS,Acer tataricum subsp. semenovii (Regel & Herder) A.E.Murray,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer tataricum|Acer tataricum semenovii,
Acer sieboldianum,BestMatch,9.41215,Exact,0,Acer sieboldianum,Acer sieboldianum Miq.,Acer sieboldianum,94K6,Acer sieboldianum Miq.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer sieboldianum,
Acer stachyophyllum,BestMatch,9.41215,Exact,0,Acer stachyophyllum,Acer stachyophyllum Hiern,Acer stachyophyllum,94KH,Acer stachyophyllum Hiern,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer stachyophyllum,
Acer sterculiaceum,BestMatch,9.41215,Exact,0,Acer sterculiaceum,Acer sterculiaceum Wall.,Acer sterculiaceum,94KQ,Acer sterculiaceum Wall.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer sterculiaceum,
Acer tataricum,BestMatch,9.41215,Exact,0,Acer tataricum,Acer tataricum L.,Acer tataricum,94L9,Acer tataricum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer tataricum,
Acer truncatum,BestMatch,9.41215,Exact,0,Acer truncatum,Acer truncatum Bunge,Acer truncatum,94MC,Acer truncatum Bunge,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Sapindales|Sapindaceae|Hippocastanoideae|Acereae|Acer|Acer truncatum,
Acianthera geminicaulina,BestMatch,9.41215,Exact,0,Acianthera geminicaulina,Acianthera geminicaulina (Ames) Pridgeon & M.W.Chase,Acianthera geminicaulina,99VF,Acianthera geminicaulina (Ames) Pridgeon & M.W.Chase,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Acianthera|Acianthera geminicaulina,
Acianthera lanceana,BestMatch,9.41180,Exact,0,Acianthera lanceana,Acianthera lanceana (G.Lodd. ex Lindl.) Pridgeon & M.W.Chase,Acianthera lanceana,7QDJB,Acianthera ciliata (Knowles & Westc.) F.Barros & L.R.S.Guim.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Acianthera|Acianthera ciliata,
Acianthera prolifera,BestMatch,9.41215,Exact,0,Acianthera prolifera,Acianthera prolifera (Herb. ex Lindl.) Pridgeon & M.W.Chase,Acianthera prolifera,99YV,Acianthera prolifera (Herb. ex Lindl.) Pridgeon & M.W.Chase,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Acianthera|Acianthera prolifera,
Acicarpha tribuloides,BestMatch,9.41215,Exact,0,Acicarpha tribuloides,Acicarpha tribuloides Juss.,Acicarpha tribuloides,64HWR,Acicarpha tribuloides Juss.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Calyceraceae|Acicarpha|Acicarpha tribuloides,
Acineta densa,BestMatch,9.41215,Exact,0,Acineta densa,Acineta densa Lindl.,Acineta densa,9B27,Acineta densa Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Acineta|Acineta densa,
Acineta erythroxantha,BestMatch,9.41215,Exact,0,Acineta erythroxantha,Acineta erythroxantha Rchb.f.,Acineta erythroxantha,9B2F,Acineta erythroxantha Rchb.f.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Acineta|Acineta erythroxantha,
Acineta chrysantha,BestMatch,9.41215,Exact,0,Acineta chrysantha,Acineta chrysantha (C.Morren) Lindl.,Acineta chrysantha,64KKD,Acineta chrysantha (C.Morren) Lindl.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Acineta|Acineta chrysantha,
Acineta moorei,BestMatch,9.41180,Exact,0,Acineta moorei,Acineta moorei Rolfe,Acineta moorei,7QDPF,Acineta hrubyana Rchb.f.,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Acineta|Acineta hrubyana,
Acineta superba,BestMatch,9.41215,Exact,0,Acineta superba,Acineta superba (Kunth) Rchb.f.,Acineta superba,9B54,Acineta superba (Kunth) Rchb.f.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Orchidaceae|Acineta|Acineta superba,
Acis autumnalis,BestMatch,9.41215,Exact,0,Acis autumnalis,Acis autumnalis (L.) Sweet,Acis autumnalis,9CCP,Acis autumnalis (L.) Sweet,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Acis|Acis autumnalis,
Acis nicaeensis,BestMatch,9.41215,Exact,0,Acis nicaeensis,"Acis nicaeensis (Ardoino) Lledó, A.P.Davis & M.B.Crespo",Acis nicaeensis,9CCX,"Acis nicaeensis (Ardoino) Lledó, A.P.Davis & M.B.Crespo",false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Liliopsida|Asparagales|Amaryllidaceae|Acis|Acis nicaeensis,
Acmopyle pancheri,BestMatch,9.41215,Exact,0,Acmopyle pancheri,Acmopyle pancheri (Brongn. & Gris) Pilg.,Acmopyle pancheri,9FJX,Acmopyle pancheri (Brongn. & Gris) Pilg.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Araucariales|Podocarpaceae|Acmopyle|Acmopyle pancheri,
Acmopyle sahniana,BestMatch,9.41215,Exact,0,Acmopyle sahniana,Acmopyle sahniana J.Buchholz & N.E.Gray,Acmopyle sahniana,9FJY,Acmopyle sahniana J.Buchholz & N.E.Gray,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Pinopsida|Cupressidae|Araucariales|Podocarpaceae|Acmopyle|Acmopyle sahniana,
Acokanthera oblongifolia,BestMatch,9.41215,Exact,0,Acokanthera oblongifolia,Acokanthera oblongifolia (Hochst.) Benth. & Hook.fil. ex B.D.Jacks.,Acokanthera oblongifolia,9FRH,Acokanthera oblongifolia (Hochst.) Benth. & Hook.fil. ex B.D.Jacks.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Rauvolfioideae|Carisseae|Acokanthera|Acokanthera oblongifolia,
Aconitum anthora,BestMatch,9.41215,Exact,0,Aconitum anthora,Aconitum anthora L.,Aconitum anthora,9G4C,Aconitum anthora L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum anthora,
Aconitum austroyunnanense,BestMatch,9.41180,Exact,0,Aconitum austroyunnanense,Aconitum austroyunnanense W.T.Wang,Aconitum austroyunnanense,9G4X,Aconitum hemsleyanum E.Pritz. ex Diels,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum hemsleyanum,
Aconitum barbatum,BestMatch,9.41215,Exact,0,Aconitum barbatum,Aconitum barbatum Patrin ex Pers.,Aconitum barbatum,9G5C,Aconitum barbatum Patrin ex Pers.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum barbatum,
Aconitum carmichaelii,BestMatch,9.41215,Exact,0,Aconitum carmichaelii,Aconitum carmichaelii Debeaux,Aconitum carmichaelii,9G6X,Aconitum carmichaelii Debeaux,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum carmichaelii,
Aconitum compactum,BestMatch,9.41180,Exact,0,Aconitum compactum,Aconitum compactum Rchb.,Aconitum compactum,64MNX,Aconitum napellus subsp. napellus,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum napellus|Aconitum napellus napellus,
Aconitum episcopale,BestMatch,9.41215,Exact,0,Aconitum episcopale,Aconitum episcopale H.Lév.,Aconitum episcopale,9JQB5,Aconitum episcopale H.Lév.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum episcopale,
Aconitum firmum,BestMatch,9.41215,Exact,0,Aconitum firmum,Aconitum firmum Rchb.,Aconitum firmum,64MNN,Aconitum firmum Rchb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum firmum,
Aconitum formosanum,BestMatch,9.41215,Exact,0,Aconitum formosanum,Aconitum formosanum M.Tamura,Aconitum formosanum,64MP8,Aconitum formosanum M.Tamura,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum formosanum,
Aconitum fukutomei,BestMatch,9.41215,Exact,0,Aconitum fukutomei,Aconitum fukutomei Hayata,Aconitum fukutomei,64MPQ,Aconitum fukutomei Hayata,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum fukutomei,
Aconitum hemsleyanum,BestMatch,9.41215,Exact,0,Aconitum hemsleyanum,Aconitum hemsleyanum E.Pritz. ex Diels,Aconitum hemsleyanum,9GC3,Aconitum hemsleyanum E.Pritz. ex Diels,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum hemsleyanum,
Aconitum chiisanense,BestMatch,9.41215,Exact,0,Aconitum chiisanense,Aconitum chiisanense Nakai,Aconitum chiisanense,9G7C,Aconitum chiisanense Nakai,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum chiisanense,
Aconitum jaluense,BestMatch,9.41215,Exact,0,Aconitum jaluense,Aconitum jaluense Kom.,Aconitum jaluense,9GDJ,Aconitum jaluense Kom.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum jaluense,
Aconitum krylovii,BestMatch,9.41215,Exact,0,Aconitum krylovii,Aconitum krylovii Steinb.,Aconitum krylovii,64MQT,Aconitum krylovii Steinb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum krylovii,
Aconitum kusnezoffii,BestMatch,9.41215,Exact,0,Aconitum kusnezoffii,Aconitum kusnezoffii Rchb.,Aconitum kusnezoffii,64MR8,Aconitum kusnezoffii Rchb.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum kusnezoffii,
Aconitum laciniatum,BestMatch,9.41215,Exact,0,Aconitum laciniatum,Aconitum laciniatum (Brühl) Stapf,Aconitum laciniatum,64N38,Aconitum laciniatum (Brühl) Stapf,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum laciniatum,
Aconitum lycoctonum,BestMatch,9.41215,Exact,0,Aconitum lycoctonum,Aconitum lycoctonum L.,Aconitum lycoctonum,9GGT,Aconitum lycoctonum L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum lycoctonum,
Aconitum napellus,BestMatch,9.41215,Exact,0,Aconitum napellus,Aconitum napellus L.,Aconitum napellus,9GJ4,Aconitum napellus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculoideae|Aconiteae|Aconitum|Aconitum napellus,
